500 locations,800 locations,1000 locations,1500 locations
4.25505909941013,4.59335121713684,4.76678374508861,4.99711399030359
4.3243171091104,4.70019029046562,4.87199893985777,5.13505815479343
4.61457283519324,4.96903394863833,5.1647935403128,5.41600889102386
4.31770494610249,4.64373647949142,4.80706386822244,5.06464053948175
4.23935591933804,4.55798750445237,4.7502380231107,4.97025881648014
4.62935635753261,4.97464633900032,5.196916934915,5.44618116242492
4.25872383224286,4.64935309509985,4.82245522398169,5.07257837344476
4.74546634492877,5.09705703777796,5.29482071825864,5.57149757021069
4.73777137565095,5.06786085921923,5.26443149652721,5.52731600972007
4.8155045947776,5.16616747576042,5.35371339079815,5.60504593222341
4.27483604907361,4.61299384888294,4.79739754050997,5.06683591215721
4.4256737282731,4.77484084459996,4.95024780502515,5.19840092472536
4.37381819013274,4.70179584162945,4.88761496238113,5.11049076342657
4.72298890763004,5.10040866197676,5.2602321454545,5.52003341529405
4.41428351665424,4.72030524738443,4.93348564553792,5.17152520051798
4.81544171481739,5.19121011122981,5.40062454789877,5.67597537910151
5.02604326235314,5.39569251375824,5.6170554549771,5.9478554939615
4.02903758876894,4.4020001380328,4.58361253455432,4.84488855240548
4.6743497861925,5.01363166580787,5.20353500981471,5.46495812127658
4.12628671541865,4.46170011294368,4.6419547126376,4.8992405320424
4.50979805472823,4.89543101651873,5.07723722171494,5.35575817697432
4.59471319800361,4.9553988224641,5.14056738998364,5.38454795694297
4.47990640766998,4.82396622590503,5.00752661563378,5.25491322550176
4.61705757627978,4.96638012480377,5.13704756304317,5.40707201694471
4.42820340404767,4.78169680583271,4.93714690910842,5.2387006877373
4.69387969821363,5.0145055671253,5.18991229632362,5.4632169775539
4.53602734885034,4.87931140027021,5.07759468732223,5.35098732302948
4.42785051765125,4.77522122253,4.95538384577953,5.20824047187028
4.49785605696256,4.79696338862256,4.97567344951833,5.23297868386138
4.50691974903604,4.83043078338226,5.05296058971194,5.29362054107939
4.50278950832355,4.84359158593716,5.12714631837337,5.36961373310303
4.37190564830687,4.73799633439375,4.99896735219337,5.23727517644565
5.30366542132411,5.57837667613985,5.84424639928482,6.09369686225826
4.69536724535138,5.02978196965508,5.27374182747912,5.5148257524551
4.56507395696848,4.87304145015912,5.08667903431298,5.41530179065988
4.91841789066364,5.29048280155781,5.50995593704299,5.81246606074127
4.34618292504971,4.62090170374326,4.89373472963801,5.15319209476953
4.92635194699618,5.18370472856908,5.42550364832588,5.73781614536946
4.98785516565424,5.23026550835177,5.44717473461939,5.66101421465821
4.75971767232727,4.85844312767291,5.08633058631578,5.29755442921082
4.69614245111187,4.84427844843985,5.09217500954913,5.27851102629094
5.37984988084605,5.488199024944,5.82615093270467,5.96788183882259
5.01194117232852,5.07337237998058,5.35457332610707,5.59918043389447
5.14257100567723,5.36561265728353,5.61108078497259,5.81560561690507
4.77925518925513,4.95230853141111,5.13014255818263,5.39672895339331
5.1154841555525,5.2338716928612,5.47370415499224,5.72800065181589
5.55018991747862,5.70504410532106,5.93301349415791,6.12931763109885
5.29533915001719,5.38345875405575,5.69454167253476,5.84355722477231
5.44527536103307,5.54131035609686,5.85518058734943,5.99736489849769
5.37238190656134,5.586453389318,5.82301237782214,5.9183616711858
4.38187616107363,4.51432070579681,4.64472337328039,4.89842222019569
4.54006476332393,4.8203820570493,4.9756492894287,5.15461805910647
5.99517241174884,6.09281314828382,6.34621005827034,6.48327760797929
4.71336932194885,5.01333305203186,5.19833618963128,5.38241134791005
4.98728389287137,5.26672996246024,5.42094153391789,5.66112817986012
5.88948935711463,6.05772680530671,6.31370417526253,6.44856534165146
5.0854125677813,5.22130718705456,5.28456993586804,5.47038752048832
5.54784343443379,5.66549755895998,5.70157606287605,5.92578926683381
5.62444357755335,5.7348317661772,5.93341289841612,6.08968471135716
5.34895151211631,5.42259122462129,5.65028964445994,5.82861522481774
5.94854550118643,6.0103343845705,6.19109034807955,6.39051995564224
6.73158048136624,6.930517039778,6.74991568137434,6.85199712404819
4.90289972348612,5.16755279390792,5.11235452041685,5.4032421409861
5.92914034658757,6.02192406982008,6.10802221753433,6.36618046884831
4.94041052242072,5.02202083986578,5.06877988514075,5.2688682196545
5.0272528959703,5.33936742510364,5.35029355960639,5.4887626141452
5.13690253329107,5.19835650140792,5.37659061374576,5.58288319542114
4.83401315007719,4.90194344204897,5.08771093718245,5.1972908210759
5.18079612160333,5.2346232763521,5.3077112837214,5.47303268823164
5.93670948005912,6.1618352944782,6.25965907550287,6.48006679160899
6.11993641681685,6.49525339891028,6.11411347489639,6.45276109523504
4.42432311558478,4.49547754591269,4.57304438770319,4.74834544675504
5.52990901196376,5.6322024475407,5.73632663458811,5.93188858536727
5.56825737589176,5.57655226711457,5.63154543706474,5.94335503977953
6.28027154396707,6.2660515885972,6.35945832129236,6.63051955422554
5.6755188904081,5.71234265255938,5.79050431704469,6.07435886925941
5.82385925718747,5.73819714621666,5.87365436697664,6.15271301716136
6.29623058015027,6.145410583629,6.25305750452023,6.45477418196548
4.68903917419045,4.79335798368136,4.8817323253266,5.0476645834593
5.9877390239796,6.04022349469383,6.06686426687854,6.2952106628752
5.48880476449844,5.53430096135619,5.59248842453497,5.88089437222423
4.99194142167594,5.12537809303037,5.07753940588791,5.39201315432635
5.83562044731004,5.99185112545068,6.05205207932305,6.23624471815513
5.80049321533571,5.83463756154107,5.91066771864937,6.15120303517126
5.23186129942934,5.30201944147832,5.4636143006087,5.69891757471405
5.16837584435663,5.20429387781266,5.28033668996948,5.47354859368719
5.42730981247336,5.37057788895276,5.50803842503309,5.65861701178016
6.43001789815433,6.45711431529012,6.6070474443665,6.91352026898089
5.66940031342854,5.67578872375946,5.86535115903268,6.15638857474355
5.6216299283695,5.53518896539672,5.80674681702508,5.98486488229126
5.84668948081773,5.77750562206114,5.86896815685678,6.10453021260629
5.20460501152054,5.20279096653168,5.47405057727639,5.61132384298338
5.67172533626608,5.65605633686445,5.93261506282696,6.11453996398873
5.76151279172122,5.66482090723326,5.94202686168637,6.21971723576489
5.77850879126473,5.77426358018692,5.90902229114366,6.18310315472471
5.40387289245385,5.37377627212917,5.52740260920515,5.76618084564807
5.69362040073917,5.74571193651612,5.82804945486382,6.05153607098938
5.54632614553285,5.41719223771838,5.71188546766393,5.88202274002919
5.14102565690451,5.24734431219598,5.37571143703915,5.47802173120592
4.92117225374194,4.98884071060102,5.16889463561319,5.38567527037883
5.0913658787009,5.08821240455401,5.19254858654962,5.51258721963874
4.54853830350448,4.73628096903366,4.79531753844093,5.05551954601973
5.23884411051861,5.43551853849084,5.51136411212952,5.78857922240693
4.66971710801359,4.7686182043406,4.84682410757632,5.04807750505778
6.8594720980147,6.97826649522817,7.00828902492655,6.88402584185982
5.66953881813493,5.66265285129115,5.65036111852409,5.83372421879515
6.06472908864989,6.09595378393714,6.16943651950567,6.36849239120618
5.51998634055917,5.46563926068364,5.64339338400153,5.89309695924325
4.92096427316276,4.88401535471411,5.02642910456887,5.14911450695876
5.36922427066424,5.3326328464112,5.34487668031461,5.57266965847583
5.89518034757201,5.86309871064446,6.04129241448795,6.16678754802627
5.61423104027191,5.70922868202695,5.70686932429683,5.77269327020116
5.67092262509273,5.68439347890927,5.65442063688521,5.81650426308619
5.17057774997246,5.21711865225811,5.26888142098081,5.39043906778996
