0.76328	1.1121	1.0257	0.91509	0.91295
1.0977	1.4367	1.3138	1.199	1.1548
1.4004	1.7196	1.609	1.5109	1.4257
0.77368	1.1212	1.0076	0.90226	0.8848
0.64728	0.92173	0.8802	0.77702	0.71642
1.4024	1.679	1.6068	1.4758	1.4384
1.0383	1.3927	1.3303	1.1984	1.156
1.6304	1.9012	1.8074	1.6634	1.6101
1.6093	1.8663	1.7691	1.6686	1.5904
1.7398	2.0047	1.8763	1.7664	1.7066
1.1107	1.1525	1.0495	0.96221	0.90897
1.3621	1.6103	1.5135	1.4094	1.3487
1.0508	1.2503	1.1677	1.081	1.0314
1.3115	2.0707	1.9714	1.8292	1.7799
1.0004	1.2623	1.1591	1.0514	1.0166
1.4858	2.1892	2.1009	1.9799	1.9326
1.4552	2.5162	2.3892	2.2501	2.1719
0.92195	0.69101	0.603	0.50408	0.45864
1.1155	1.7827	1.7018	1.6034	1.544
0.9901	1.0693	1.0273	0.92254	0.89806
1.2959	1.6875	1.8494	1.7359	1.6723
1.0396	1.5228	1.7838	1.6889	1.6264
1.0417	1.7526	1.5078	1.3911	1.3873
1.2644	1.8807	1.9489	1.821	1.7543
1.2549	1.5169	1.4559	1.3636	1.3267
1.1917	1.7023	1.8811	1.7697	1.73
1.2118	1.718	1.7433	1.6391	1.571
1.0151	1.2313	1.1978	1.1186	1.075
0.99154	1.1478	1.4352	1.3702	1.3095
0.95227	1.2927	1.4461	1.373	1.3259
1.3822	1.8409	2.13	1.9966	1.9757
1.2369	1.4549	1.6222	1.5576	1.561
1.4268	1.7124	1.9353	2.1716	2.1181
1.2604	1.716	2.0274	1.9385	1.9009
1.2628	1.4439	1.7273	1.6371	1.5974
1.2368	1.4406	1.7978	1.9591	1.901
1.1365	1.5803	1.7856	1.6367	1.635
1.3514	1.6239	1.9572	2.0646	2.0344
0.69007	0.74585	0.94901	1.2569	1.2399
1.1732	1.357	1.6096	1.6373	1.6094
0.72588	0.67647	0.94743	1.0965	1.0649
1.2158	1.7602	1.8252	1.7916	2.1183
1.1049	1.4553	1.6735	1.7541	1.7928
1.1363	1.5213	1.7103	1.6751	1.8262
1.4169	1.9513	2.0579	2.0319	1.953
1.2296	1.6058	1.8692	1.8344	1.9986
1.2445	1.2667	1.5108	1.712	1.9108
0.95612	1.2819	1.5293	1.611	1.8049
1.1559	1.2207	1.4333	1.5335	1.824
1.1685	1.4753	1.3841	1.3375	1.6884
0.76989	0.85482	0.95967	0.91378	1.018
1.0599	1.34	1.354	1.3099	1.3296
0.67097	1.0161	1.0381	1.1898	1.2583
1.3279	1.8145	1.8427	1.7404	1.7066
1.271	1.6986	1.8435	1.891	1.8177
0.85076	1.168	1.2454	1.2967	1.239
0.9657	1.219	1.1729	1.2117	1.207
1.3099	1.6546	1.6811	1.6976	1.74
1.268	1.7187	1.8341	1.7944	1.7704
1.0084	1.1696	1.173	1.1252	1.002
1.252	1.7982	1.7226	1.7581	1.7645
-0.33973	0.26171	0.18409	0.38868	0.40857
1.0814	1.4156	1.4099	1.4165	1.351
1.3637	1.5231	1.3402	1.4047	1.32
0.85609	0.68879	0.54661	0.72623	0.58884
0.78458	0.78153	0.62423	0.66047	0.55681
0.98507	1.3813	1.4926	1.4283	1.5291
0.81925	0.92929	0.98558	1.0797	1.0732
0.86216	1.3036	1.2891	1.3945	1.3968
1.0062	1.4797	1.269	1.3516	1.211
0.51046	0.80215	0.84917	0.79281	0.8413
0.58792	0.67851	0.73815	0.62442	0.55044
0.88597	1.5018	1.4592	1.2953	1.3543
0.97595	0.68679	0.72294	0.42166	0.50247
1.1238	1.3955	1.5784	1.3429	1.3106
0.9023	1.2885	1.2557	1.1279	1.1015
0.87802	1.1116	1.1013	1.0436	1.0659
0.93063	1.1014	1.2336	1.1763	1.238
0.87757	0.76855	0.88688	0.84672	0.80151
0.90805	1.1372	1.2726	1.2729	1.3067
0.92082	1.1629	1.2929	1.1554	1.3433
0.69978	0.86627	0.94186	0.7468	0.79179
1.2964	1.7506	1.7473	1.5694	1.6336
0.894	0.86273	0.89656	1.063	0.79818
0.90083	0.90466	0.94967	0.86684	0.74706
0.72669	0.93809	0.79756	0.94661	0.67377
0.59734	0.40443	0.5449	0.41943	0.2274
1.3061	1.3984	1.4919	1.5123	1.4587
0.89028	0.92403	0.99948	0.88556	0.78143
1.0997	1.5458	1.6803	1.5624	1.4859
0.84733	0.85945	0.86286	0.749	0.9023
0.96267	1.0939	1.2873	1.1794	1.0697
0.9946	1.0468	1.1097	1.0329	0.8666
1.1225	1.6171	1.6439	1.5622	1.5871
1.1063	1.0494	1.1522	1.1782	1.1396
0.78137	1.1596	1.261	1.2612	1.3422
0.85862	0.80676	0.99563	0.83267	0.85063
1.2478	1.2939	1.4813	1.3307	1.3527
0.67222	1.1325	1.1218	1.1784	1.235
0.98871	1.1974	1.1191	1.1238	1.1169
0.94205	1.011	1.1825	1.0398	1.0127
0.66264	0.74564	0.78337	0.6373	0.4627
1.0845	1.4894	1.7408	1.4686	1.4897
0.83587	1.075	1.1656	1.1526	1.1474
0.84776	1.0068	0.86489	0.62151	0.59151
0.81224	1.299	1.3535	1.4098	1.4742
1.0069	1.1316	1.1659	1.2307	1.3134
0.94231	1.1136	1.1105	1.112	1.3345
0.92682	0.80358	0.78018	0.75807	0.77124
1.3703	1.6309	1.8988	1.6353	1.5729
0.67237	1.1971	1.224	0.98614	1.2971
0.73564	1.197	0.94471	0.7701	1.0105
0.87518	1.5771	1.8445	1.6654	1.6219
0.84936	0.84915	1.0349	0.75039	0.74078
