1.2279424,1.6669171,1.4977543,1.3700019,1.3674815,1.2374522
1.5804948,2.0479449,1.830186,1.6668619,1.6993358,1.4779534
1.9000408,2.3370336,2.1217821,2.0048263,1.9694056,1.8002367
1.2492499,1.6666088,1.4864347,1.3745333,1.3652672,1.1470773
1.1134228,1.5076202,1.3523921,1.1917424,1.2611232,1.1126506
1.896668,2.3011716,2.1304158,1.9657624,1.9460951,1.7559802
1.517221,1.9726125,1.8022126,1.6603069,1.6616742,1.5402668
2.1529055,2.514957,2.3434165,2.1718353,2.190095,1.9941892
2.1239145,2.4824059,2.303786,2.1406636,2.1139267,1.9162939
2.2838595,2.6259535,2.4095629,2.2631257,2.2392715,1.9858763
1.6831404,1.76307,1.5613465,1.4249018,1.4192958,1.2390746
1.7512718,2.2116078,2.0159112,1.8938237,1.8700835,1.719967
1.5621026,1.8321515,1.6651583,1.5429579,1.4947409,1.3871661
1.5766159,2.6718335,2.4647029,2.3023777,2.2798647,2.0800587
1.4597106,1.8423646,1.6889519,1.5236602,1.5375523,1.3628209
1.9976442,2.8282142,2.6644049,2.5060024,2.4667413,2.2635641
2.0099383,3.1900558,3.0049372,2.777105,2.7097296,2.466865
1.4912386,1.3022592,1.1045081,0.96110493,0.97584279,0.80788683
1.6816958,2.420742,2.2237149,2.0656629,2.0809197,1.8226968
1.4064593,1.6314519,1.5283822,1.3864616,1.4150821,1.3370901
1.8307131,2.3521773,2.4030427,2.2131268,2.2294955,2.0267567
1.6939364,2.1220414,2.3237954,2.1562749,2.1540727,1.9814922
1.5952496,2.3710341,2.019617,1.8771112,1.8733979,1.7693181
1.6783292,2.4983272,2.4596987,2.2934785,2.268039,2.0565796
1.7708811,2.1629075,1.9705274,1.8708793,1.8563755,1.6561228
1.7698824,2.2127824,2.4072044,2.2476442,2.2541761,2.0237052
1.5198874,2.3395254,2.2998818,2.1376616,2.1133352,1.8881757
1.5139851,1.8024491,1.6977528,1.5817651,1.6046355,1.4261463
1.3228175,1.4202228,1.9579261,1.8418005,1.807334,1.6631381
1.3077916,1.6052273,1.9781973,1.8766882,1.8463103,1.6591367
1.6710077,2.0657345,2.7082472,2.5087926,2.5478427,2.3858524
1.5258732,1.6800605,2.2525032,2.0990257,2.1226823,1.8786081
1.7284284,2.0595307,2.5054234,2.7017892,2.6931207,2.3854618
1.6854341,2.1210642,2.5977484,2.4672262,2.4774892,2.2854884
1.5544175,1.7496771,2.3436001,2.1987838,2.1844602,1.9711756
1.5662541,1.7620317,2.4000806,2.4873053,2.4974153,2.32594
1.5435298,1.9413471,2.459935,2.1532362,2.193894,2.0591943
1.5659192,1.6797314,2.5860402,2.6401862,2.6428009,2.4305497
1.1133582,0.9266396,1.4314265,1.7206361,1.7781178,1.5620914
1.3394278,1.5699923,2.1554536,2.1120325,2.1590293,1.9543952
0.88811384,0.72146632,1.4586823,1.5795707,1.5721765,1.4302282
1.6821933,2.0309705,2.4420042,2.2949157,2.6371187,2.439823
1.465667,1.6197981,2.2960953,2.1264375,2.333569,2.2064687
1.5107274,1.708755,2.2876296,2.1346608,2.3968912,2.1685606
1.7655529,2.161363,2.6122799,2.4890597,2.487718,2.3818404
1.5948433,1.7653996,2.3929085,2.3539723,2.5315677,2.3765306
1.4337875,1.269166,2.0280254,2.114203,2.4253878,2.1704218
1.2310869,1.3371102,2.091763,2.0814507,2.3802483,2.1750502
1.3443004,1.3578364,2.0437426,1.9684612,2.4031485,2.189684
1.7728423,1.8581828,1.827931,1.8295328,2.2315725,1.9962254
1.0837403,1.093353,1.352693,1.273737,1.3831685,1.0295117
1.7011861,1.8539984,1.755278,1.8730398,1.867498,1.6362634
1.1469855,1.392678,1.4455536,1.6551748,1.8418141,1.9888237
1.8142853,2.405109,2.30703,2.1933896,2.1943826,2.1590312
1.729217,2.3887269,2.2675234,2.3542796,2.4112146,2.21765
1.317133,1.6723704,1.6624344,1.6835575,1.7815763,2.0701889
1.3639006,1.6155064,1.492553,1.4845248,1.5321917,1.6715865
1.6732753,2.1046968,1.9814727,2.0360533,2.080908,2.2808478
1.5443155,2.0705153,2.1836305,2.1825762,2.126293,2.5497416
