500 locations,800 locations,1000 locations,1500 locations
5.1982953541651,4.86316312136204,5.0392337788198,5.2293379673716
5.27057945945479,4.94988152573398,5.12941529903744,5.33794316620431
5.51351412343272,5.19077525349438,5.37881312091727,5.5927120952896
5.20897204122665,4.88092123747409,5.10614435624685,5.26177368012609
5.15254181262252,4.7969567820351,4.98252047601828,5.1597392184802
5.49617864824005,5.20839413994856,5.39119791503554,5.59898719789273
5.26056317582283,4.9343447304749,5.14504103239338,5.30869972256551
5.57132922708908,5.28756802944339,5.49476460739328,5.70025823489444
5.49956547879427,5.24773233457947,5.45758663154581,5.65293119056407
5.58705127640583,5.29187087743513,5.51022332179881,5.7164598462028
4.75224900522749,4.49119992635704,4.76267436837063,4.90372933425627
5.38990405013688,5.03948019131286,5.18525581585164,5.37828728297621
5.05325697153643,4.80485153942817,4.93725486921252,5.17312598814625
6.28248873914648,5.9884956528513,6.05131034736341,6.19840540561874
5.17059689302589,4.94954662105749,5.04389419448007,5.34912913063545
6.05848398258136,5.85797071474146,6.06306776698114,6.28554921217314
6.7709896197222,6.39069145866081,6.61967269614853,6.83514328373656
4.3262334047281,4.01526963925833,4.24299708378863,4.41064730184025
5.77251457553033,5.5556507316259,5.77735813433773,5.95423223517625
4.76590255866286,4.583623030083,4.73847384037104,4.83696604503195
5.7090362582768,5.46776065239986,5.67182001564419,5.90923567927078
5.8443091126074,5.5852578233661,5.82877218611311,6.12529440044231
5.6095922776827,5.24833365256085,5.4143078410515,5.67197024423304
6.05976971922081,5.74774960425377,5.92712704415269,6.09545347832433
5.27718804433953,4.98134311489925,5.21075334721126,5.42057303774549
5.93086256548023,5.65182752167771,5.8821587589828,6.17386363320569
6.01373897468125,5.65930578046057,5.79496115152652,6.02255603792758
5.27142850382266,4.9589888893124,5.1562703289232,5.36212424080837
5.43789212037949,5.4320720832607,5.50992576462875,5.67334103807881
5.51421429758142,5.50083645968697,5.49515285664393,5.75391332035701
5.70537497129436,5.88083110562563,5.83805407713871,6.10661855273591
5.39600024930278,5.46462630529291,5.46576632161992,5.70647831599209
6.21558663653019,6.35537164593039,6.39013168278514,6.63284759666835
5.95382002919292,5.94209627092836,6.04412916000871,6.31190646219182
5.54233844652595,5.66222403724268,5.67561645664459,5.91832713171668
5.87528479614673,6.12430929536257,6.13850272498739,6.39782390255739
5.51113862167191,5.53730694449861,5.53791521579001,5.85563750578212
5.95020391804894,6.20382576485303,6.05900048029661,6.38612589444728
5.57485249044718,5.54833383094252,5.59683159315886,5.87782508862538
5.5490600494255,5.67446889548074,5.59378351581625,5.86231887552497
5.33253863622104,5.41484688914695,5.31702468665841,5.52761988373325
6.20470673217863,6.24800994604249,6.37483410258695,6.59589307768037
5.75872621086469,5.90380067751753,5.98143752009946,6.24297090886817
6.09090333378467,6.14251483116602,6.14234299624341,6.39935812080789
5.76727983911885,5.79903556071341,5.86950608092405,6.04886105624874
5.99023222157073,6.0319368824936,6.10884184154281,6.28529383587978
6.14999724622245,6.29928202120467,6.30112465248429,6.53908307391472
6.09236622923009,6.24413484055356,6.22226729962818,6.44573278794185
6.03246736396629,6.24075257868966,6.19491926224579,6.36819925811856
6.03473156607723,5.64154208560403,5.92197254013546,6.11077645716547
4.96628764817233,4.78327341995391,4.93541142757646,4.99034223606371
5.17421774354486,4.87447394757154,5.08030601697813,5.36657318103889
6.82917203034419,6.39138123491097,6.46709216078432,6.75311320970073
5.74623771104693,5.50607772759408,5.67455644278585,5.88127566559902
5.91333226169487,5.80503640824274,5.9863331302119,6.27755923631974
6.75188428798608,6.40302819599132,6.5397161536075,6.84147977652635
5.44219029756192,5.34995959061011,5.48021219977478,5.64720980218981
6.00493193817552,5.97369491995493,6.10382337134179,6.31995388673659
6.61374389843362,6.37414677047695,6.43841530133656,6.65101821377448
5.74312197934576,5.62841797521904,5.80013772176521,6.03629285133374
6.4351232608507,6.52900561320508,6.58542462920619,6.91243664828332
8.09327429718788,7.42012776990246,7.30955641161555,7.19502127432031
5.58960286252536,5.40053047222415,5.51092185718202,5.74393055121537
