500 locations,800 locations,1000 locations,1500 locations
3.99107768380111,4.42418840405507,4.60186756816889,4.92992263390176
4.02853046587048,4.48243134803138,4.70377089393211,5.0178741782496
4.32696471698696,4.75378244476306,4.97680707019554,5.31826558543484
4.0345631034741,4.46356234697513,4.65179072497999,4.97135196065833
3.98578271103963,4.4027593813601,4.58537724450283,4.91949431928539
4.34139976635307,4.80389052509365,4.99985805877281,5.35453479846237
4.0219648093372,4.47895316273225,4.64206623408027,4.98514640341181
4.48642511608943,4.92551659240802,5.13523275550098,5.47404350544912
4.4104124645139,4.8892409194971,5.08655138346041,5.42125197787203
4.49168120838432,4.94977687818225,5.16689060239383,5.50142497968138
3.94067436756202,4.41127036903355,4.61101629805352,4.9425608187514
4.16514301543833,4.57914420745523,4.78300492083,5.1251873480596
4.11587022092598,4.5348026570128,4.72530233859066,5.04991828362887
4.47762385887424,4.89327808441623,5.08345636757684,5.42176148079816
4.1419223053413,4.56689259318594,4.74860653225614,5.09158521067578
4.55392187540485,5.02740075240791,5.22711681322961,5.59315924611452
4.71688130698106,5.21057389973723,5.42398858994968,5.82110559121744
3.76218033368466,4.20424905437881,4.39802400837852,4.74964238456625
4.34644466018364,4.8166045863679,5.01600383762402,5.38661153675297
3.91860617687269,4.35863038002558,4.5306607559445,4.8562292062008
4.48700409473512,4.94629640967589,5.13901562621638,5.58729458342578
4.64442286730548,5.15715284143275,5.38454661339055,5.71611387607322
4.03001236968939,4.47254914025479,4.67681234632868,5.0636421666574
4.45416695392892,4.92775163081004,5.11958396400682,5.54586170751033
4.176107846684,4.58931669444012,4.78360112858125,5.16728990401348
4.62193723183915,5.20892754693189,5.26825867887078,5.68764822408497
4.30414874261518,4.83966784630448,5.0299734707709,5.45505141846242
4.20516462555347,4.67052489222213,4.84028730038295,5.17804582904138
4.95369082087536,5.33466676899334,5.40900556376052,5.57773575700396
4.81549127973622,5.20340075555309,5.37888069145993,5.52243806135115
5.09075928675225,5.48610433740947,5.49580969255085,5.69278981803173
4.95068338458495,5.31043899491835,5.37503184173223,5.56265520807403
5.6490270045712,6.02426934779173,6.07711690143102,6.38301293013201
5.14433216286465,5.50646619516094,5.6702793297936,5.85142314172562
5.14939167862013,5.46696440769517,5.58344827500534,5.76319512378562
5.58820758699021,5.9285317095777,5.98928823839944,6.19361867220738
4.80517319449859,5.13948962888879,5.26390505703065,5.4591530261536
5.80663198400732,6.09001361694023,6.00993276640265,6.15551509170887
5.46089745949487,5.73505243553827,5.70146820643601,5.93316933226938
5.02823921206122,5.44390442038102,5.4467174918905,5.64682762361018
5.14424026429254,5.58149440903559,5.45561847989378,5.62481802448073
5.4363507503193,5.89923269911969,5.90564757266606,6.17139353711234
5.33789453107946,5.74966964837503,5.74258709364251,5.90308428975588
5.58936847366875,5.94448726584721,5.92973516239396,6.13165402039183
5.16679922710135,5.40322546042499,5.48560162793087,5.59545018802915
5.30500021905198,5.86138053207322,5.7555550035024,6.01771605655892
5.91083429523661,6.46390355292599,6.19441622409573,6.59149249594633
5.72000180772678,6.13811152929028,6.03963919948018,6.27893398801134
5.93971141458609,6.22721659210802,6.2030431228639,6.35624546832684
4.92935817366878,5.55620155666742,5.56753765906182,5.91898244967935
4.05244944007086,4.77366075111249,4.73711275705528,5.03191998532517
4.27814441102085,4.7216617256975,4.84754393068784,5.19625105258176
5.65492527530961,6.14568874180564,6.19769268511425,6.53213615021397
4.41954277782123,4.91525405164652,5.09755358375677,5.516360206405
4.70448844507191,5.14552645936386,5.28918674309725,5.79192658132199
5.5678823828099,6.04779077614942,6.18607730660834,6.49014918990889
4.58294051686792,5.09835383504641,5.20436353492034,5.53093744265654
5.00395060479335,5.54227350061583,5.67323902256577,6.0009040051332
5.2994182725296,5.84794698328601,5.88969880581276,6.31483187495971
4.81549517525829,5.41023974970002,5.46580137083905,5.80933800264794
5.42445950739384,5.9917212900983,6.02366464208024,6.43050105727698
6.25344844155936,6.50529660983296,6.56573446169174,6.81189279204808
4.4027838541628,4.95929916763309,5.0887280984749,5.38306815875818
5.12260673274398,5.80659402243446,5.86455690628493,6.21013025503266
4.43414132742841,4.88735124544879,4.89487458773516,5.15937822730766
4.57044249151533,5.12859955857957,5.28442641869445,5.54256980886269
4.80042141281984,5.37457865038123,5.33985667867332,5.6281361372629
4.34141561269848,4.945867023105,4.96008124880279,5.31143944238127
4.86342225384311,5.25649268005933,5.29909003868923,5.55248403892602
5.52261394901997,6.1192923482414,6.2633557932347,6.47443986841594
5.72872053206075,6.3571559995102,6.24155368739591,6.63815194059617
3.91502860114149,4.38009771219677,4.49144170974116,4.6676627995036
4.97975333973759,5.5695759379131,5.65109475372589,5.96723814666415
4.86368041853223,5.75623377339396,5.54325796678109,5.86672622576432
5.9773988809121,6.61863829366583,6.55186890574153,6.81129157685741
5.4135633192102,5.84683269757475,5.79424901438516,6.04395567612808
5.7082249486403,5.99887879643711,6.00026028676874,6.19254019428824
5.79822738328974,6.23311007131507,6.20895164192132,6.33127465155509
4.64299399240122,5.05784490779259,4.9810758252668,5.11376079451744
5.82673201812407,6.33155008863834,6.19766776167105,6.36478075133985
5.28357510182976,5.6976547983295,5.70890718826282,5.83300522613994
4.91478408062303,5.24982113689702,5.13373513808653,5.34572513745734
5.58029225617982,5.99513235223708,6.01104664670926,6.119483599682
5.81136305918062,6.08794943842084,6.0664005445932,6.19881969987875
5.22057968941217,5.62609585033943,5.62699934057406,5.67034749277236
