0.8951	2.0562	1.8572	1.6724	1.5288
1.2568	2.4468	2.2019	1.9954	1.8183
1.5928	2.7068	2.4529	2.3141	2.1029
0.91663	2.0323	1.822	1.6604	1.5245
0.78454	1.8621	1.6891	1.5192	1.3723
1.6145	2.7038	2.4589	2.2754	2.0876
1.1674	2.3439	2.168	1.9724	1.8362
1.8787	2.9016	2.7196	2.541	2.3418
1.8425	2.887	2.6089	2.4587	2.2439
1.9897	3.0446	2.7897	2.5809	2.4062
1.3724	2.1422	1.9252	1.7539	1.5589
1.4573	2.5816	2.3735	2.1982	2.0196
1.281	2.2041	2.0079	1.8236	1.6584
1.2829	3.0489	2.8366	2.6247	2.4118
1.2445	2.2541	2.0005	1.833	1.634
1.7134	3.2246	3.0492	2.8493	2.6507
1.6803	3.614	3.3548	3.1238	2.9295
1.1604	1.6708	1.4929	1.2803	1.0749
1.3759	2.7893	2.5952	2.3908	2.2493
1.2205	2.0002	1.8597	1.7081	1.5715
1.6159	2.7565	2.7511	2.533	2.3611
1.4412	2.5464	2.685	2.4828	2.3123
1.2671	2.8111	2.3721	2.1846	2.0265
1.4293	2.9764	2.8364	2.6188	2.4528
1.4516	2.5534	2.3421	2.1636	2.0387
1.468	2.7467	2.7594	2.5752	2.4156
1.2115	2.7852	2.6802	2.4686	2.2516
1.2134	2.2365	2.0378	1.8983	1.7426
1.3956	1.8059	2.3092	2.1271	1.9209
1.387	1.9759	2.3078	2.1683	2.0024
1.8938	2.3842	3.0211	2.8572	2.7188
1.6825	1.9964	2.6246	2.4404	2.2834
1.8963	2.4448	2.8187	2.9977	2.8127
1.7669	2.4395	3.0149	2.8296	2.6329
1.6802	2.0868	2.7292	2.5221	2.3295
1.8181	2.2085	2.8023	2.84	2.6083
1.5876	2.2438	2.7212	2.4924	2.3515
1.8939	1.9761	2.8837	3.0107	2.8142
1.0676	1.1564	1.8324	2.0139	1.8569
1.5441	1.8458	2.3845	2.4313	2.3064
1.0258	1.0553	1.6706	1.8453	1.7102
1.7429	2.3132	2.7	2.6565	2.8406
1.6286	1.8871	2.5219	2.4594	2.4746
1.5104	1.9619	2.6013	2.4501	2.5013
1.8378	2.3117	2.8187	2.805	2.6686
1.6395	2.0961	2.6097	2.5867	2.7139
1.6723	1.7193	2.3116	2.4268	2.5522
1.4538	1.6321	2.3827	2.4126	2.5353
1.6098	1.5673	2.4261	2.4456	2.5278
1.352	2.2791	2.3046	2.1144	2.3448
0.79405	1.5722	1.6149	1.5741	1.5446
1.2912	2.1084	2.1746	2.1432	1.9471
0.81711	1.7243	1.7887	1.9373	1.8931
1.6597	2.7675	2.7184	2.5048	2.3327
1.6458	2.6273	2.6886	2.6481	2.4812
1.0242	1.9108	1.9293	2.0845	1.886
1.2874	1.88	1.6618	1.8756	1.4843
1.6888	2.4452	2.2041	2.328	2.0945
1.3618	2.3698	2.4434	2.4602	2.1555
1.2329	1.9862	1.7327	1.943	1.4398
1.6159	2.448	2.3761	2.4676	2.2633
-0.56116	0.65503	0.2982	0.34483	0.43062
1.3335	2.3473	2.0308	2.055	1.6834
1.6403	2.3476	1.8418	2.1242	1.7017
1.0178	1.3309	0.96259	1.2867	1.0277
1.0177	1.4614	1.097	1.0686	0.8014
1.1769	1.9955	1.9416	2.0722	1.7997
1.1967	1.6797	1.5038	1.7736	1.4346
1.1368	1.7769	1.6838	2.0369	1.7927
1.1141	1.8519	1.8001	2.1006	1.5265
1.005	1.5457	1.1529	1.4984	1.3007
0.79717	1.3541	1.0859	1.2408	0.98733
1.1998	2.3123	2.0144	2.1643	1.9218
1.3226	1.6401	1.0661	1.2954	0.78755
1.4099	2.1361	2.1063	2.1814	1.9154
1.2833	1.7012	1.7448	1.8484	1.5531
1.0691	1.4662	1.7366	1.7208	1.5984
1.0982	1.6929	1.544	1.6696	1.6174
0.86314	1.0704	1.2872	1.437	1.1822
1.0858	1.6595	1.7799	1.8156	1.6102
1.1987	1.8131	1.8242	1.9793	1.6908
1.0486	1.2528	1.4096	1.4423	1.2002
1.5696	2.24	2.2072	2.4243	1.9963
1.1533	1.3489	1.5442	1.7686	1.5473
1.3182	1.4061	1.5961	1.6458	1.311
0.88983	1.367	1.3156	1.6568	1.3766
0.92079	0.76769	0.81933	1.0861	0.87819
1.5406	1.8341	1.9796	2.4071	1.9771
1.1822	1.5416	1.6993	1.8096	1.3892
1.5299	2.1675	2.3168	2.3726	2.227
1.1686	1.3436	1.2888	1.6016	1.3755
1.0958	1.5061	1.7169	1.7531	1.4639
1.32	1.5396	1.6705	1.8693	1.646
1.3242	2.115	2.2196	2.1152	2.1902
1.5526	1.4184	1.6766	1.966	1.6903
1.151	1.6407	1.705	1.9244	1.9226
1.1558	1.3487	1.4682	1.5305	1.5509
1.597	1.7213	1.8392	2.1842	1.9383
0.79796	1.7443	1.6888	1.8089	1.7832
1.0334	1.7752	1.4895	1.7398	1.5865
1.0969	1.515	1.6653	1.7183	1.4574
0.7085	1.2231	1.1558	1.3312	0.93076
1.3557	2.0079	2.2662	2.3027	2.0968
1.0827	1.7222	1.8187	1.7847	1.6667
0.54986	1.4431	0.63204	1.1194	1.0515
1.0472	1.9165	1.8344	1.945	2.1166
0.97014	1.8554	1.7288	1.8926	2.0319
1.4837	1.9012	1.9027	1.8178	2.0691
0.95695	1.1055	1.0899	1.2906	1.0945
1.608	2.0585	2.1136	2.1576	1.9456
0.82527	2.0096	1.9304	1.7993	1.9319
0.89315	1.8709	1.5407	1.5256	1.6619
1.1079	1.8634	2.0009	2.0519	2.1245
1.0747	1.1628	1.0774	1.3295	1.2332
