4.6764	9.5787	0.69703	0	0.39685	8.2709	10.42	4.102	1.2277	8.0126	5.8666	10.083	1.4608	5.3144	2.457	5.9629	1.6767	5.745	8.1153	5.684
4.2523	7.8648	0.55053	0	2.2117	9.0909	9.8254	4.154	1.5788	7.5697	4.2457	11.099	4.8744	3.708	4.0182	5.9658	1.6436	5.6617	7.0222	6.2318
1.9783	9.6543	0.51237	0	2.9798	8.9656	7.0442	4.6619	1.5567	5.8128	4.9788	9.65	2.3891	3.1691	1.4888	7.4495	1.4412	6.6587	6.6107	7.7336
4.7599	9.1014	0.64553	12.889	2.196	7.8957	0	3.8936	1.3047	13.436	4.4978	9.7936	1.9632	3.3669	2.5375	6.5715	0.73248	7.1673	8.3037	3.9075
5.0136	8.847	0.58608	0	0.84358	6.4407	16.912	3.3685	1.2315	8.2716	3.9547	9.9165	3.5093	2.7557	2.524	5.1481	2.0613	6.7627	9.5599	3.6318
2.6087	8.8435	0.56977	0.51012	3.063	6.4298	8.2744	3.5998	1.2193	8.4071	4.5598	9.491	2.5241	2.5794	2.9092	6.6338	1.6188	5.6027	6.2245	6.6255
5.173	10.409	0.50577	0.51012	3.3656	8.8393	17.243	3.58	1.6175	6.5623	6.9466	12.646	3.619	3.5368	3.6414	7.083	0.69401	7.1046	7.3795	5.5562
4.4759	9.1368	0.61562	0	3.1081	8.1816	17.061	3.7731	1.2193	7.7833	4.9626	11.027	2.9499	3.1827	3.0992	6.1016	1.8216	7.5277	6.6352	3.6271
2.7221	8.6082	0.58474	0.51012	2.4716	9.4776	8.9107	3.3715	1.2193	6.8479	6.0604	0	2.0608	3.3459	1.7139	6.2207	1.7487	5.9555	8.4455	7.0535
2.7691	9.2339	0.68849	0	2.0345	6.1907	10.13	2.9696	1.3107	5.513	4.8881	6.9274	5.7992	5.1978	1.9745	8.2116	1.5761	5.2284	6.9313	3.0608
2.7649	7.7689	0.77899	0.51012	0.5102	5.7072	7.8283	3.3322	1.5737	11.031	5.8961	10.727	1.3616	2.7981	2.0431	7.2163	1.7273	5.1509	6.5379	7.9588
2.6313	8.5744	0.52602	0	0.64934	6.9259	8.8588	3.3274	1.6248	9.7175	5.6121	6.8033	2.654	3.0706	2.572	7.1916	1.8919	5.4345	8.244	5.505
2.7376	7.9645	0.58006	0	1.883	9.0946	6.803	4.2727	1.2146	5.2705	9.5659	12.397	1.3333	3.1539	2.449	6.4881	1.9998	6.289	9.3138	4.9347
4.5064	8.5135	0.81141	0	3.2886	9.4548	9.0378	3.1499	1.2201	6.1171	4.4267	11.185	2.6763	3.4095	3.1805	8.5398	0.76678	7.616	6.3659	4.5258
4.8109	7.9202	0.78076	0	4.3155	8.7303	20.303	3.1085	1.8038	11.838	4.3707	7.7514	2.5765	2.9513	1.6595	5.7981	6.2156	6.6061	9.8592	5.079
4.3251	8.0649	0.60645	12.465	2.9471	9.59	8.3387	4.9162	1.658	4.5149	9.7258	9.8142	3.6448	4.4317	1.9851	6.196	1.6234	5.1935	7.3031	5.5123
2.2127	7.988	0.62235	0	2.1653	8.5411	14.927	3.2635	1.3196	7.0156	9.7069	11.843	2.512	5.1737	2.1165	7.4912	1.9818	5.7947	6.6252	4.8725
3.855	7.9374	0.5361	11.134	1.4614	9.7182	9.2476	5.8077	1.57	7.2288	4.5755	8.0814	1.631	2.4972	3.0323	7.3439	2.0965	7.2368	7.9607	5.4191
2.884	8.6455	0.88636	0	3.1612	9.4345	7.5358	4.6235	1.4624	4.5237	5.1046	11.812	1.1229	3.3376	2.3076	6.3906	1.7212	5.8357	7.6135	4.1027
4.3013	8.4999	0.56903	0	2.3212	9.4287	9.356	3.4442	1.2623	5.6953	5.0707	8.9706	2.2054	2.4564	1.7134	5.708	1.5276	4.4785	7.4007	4.5808
4.8724	8.0576	0.55807	10.146	2.0915	8.9644	8.7793	2.7655	1.7681	5.6921	6.9675	10.339	1.5459	2.5587	3.1532	7.9748	1.9537	4.968	7.3363	6.3467
4.8155	8.7561	0.67062	9.9241	1.4186	8.9229	11.299	6.5941	1.2788	7.8979	9.5375	9.539	3.4817	3.0756	4.2077	6.7937	1.5101	5.856	6.554	6.071
4.3986	7.9646	0.59108	0	0.68626	8.5503	7.559	4.18	1.4868	6.7418	4.4926	9.5035	4.0275	3.0218	4.7647	5.6176	1.6044	5.1547	8.1697	3.4124
4.7436	7.5801	0.57357	0	2.0906	6.822	8.4226	4.3169	2.0074	11.673	7.9871	11.128	4.4515	2.9441	1.8851	7.3851	1.9898	5.6728	7.0499	4.8621
3.6726	8.4108	0.5486	0	2.9166	8.7057	7.7877	4.3946	1.6914	6.2503	5.3868	10.157	1.231	3.1484	2.8075	9.6519	1.9389	4.3855	7.1023	3.0929
