0.86177	1.1612	1.094	0.97058	0.95405
1.1924	1.5125	1.3953	1.2328	1.1976
1.4981	1.7726	1.6748	1.562	1.5131
0.8684	1.1588	1.0655	0.96417	0.9353
0.75064	0.99089	0.94012	0.81005	0.8015
1.5061	1.7505	1.6589	1.5355	1.499
1.1429	1.4664	1.379	1.2484	1.2285
1.7402	1.9664	1.869	1.7631	1.6914
1.7187	1.9504	1.8443	1.721	1.6573
1.8593	2.0743	1.9707	1.8169	1.782
1.2706	1.2318	1.1075	1.0145	0.95995
1.4125	1.6656	1.5924	1.4516	1.4087
1.1938	1.317	1.2565	1.1081	1.0703
1.3667	2.1434	2.0451	1.9104	1.8594
1.0601	1.3177	1.2377	1.1165	1.0728
1.5701	2.2625	2.1796	2.0485	1.973
1.5655	2.5795	2.4528	2.304	2.2478
1.0959	0.75687	0.66162	0.54297	0.52304
1.2831	1.8507	1.7724	1.6441	1.6122
1.1531	1.1339	1.0908	0.97022	0.96184
1.3892	1.7112	1.9427	1.7788	1.7431
1.1539	1.5631	1.8946	1.7312	1.6835
1.1716	1.7799	1.5887	1.454	1.4453
1.3306	1.8802	2.019	1.84	1.7996
1.3317	1.5849	1.5135	1.4121	1.3654
1.2478	1.7341	1.9585	1.8341	1.7947
1.1566	1.7241	1.8282	1.6859	1.6324
1.1108	1.2949	1.2647	1.1676	1.1372
1.0815	1.1772	1.5219	1.4001	1.3825
1.0547	1.2862	1.515	1.4291	1.3844
1.4452	1.859	2.1822	2.0465	2.0256
1.284	1.4278	1.7532	1.6296	1.6144
1.451	1.7008	1.9901	2.2344	2.199
1.3156	1.7761	2.1127	1.9847	1.9556
1.2983	1.4534	1.8013	1.6903	1.6451
1.2927	1.4969	1.8781	1.9994	1.9795
1.2252	1.6217	1.9276	1.7133	1.7062
1.3836	1.6142	2.0319	2.1185	2.0627
0.78387	0.72852	1.0007	1.2986	1.289
1.1516	1.3671	1.7163	1.667	1.6757
0.77534	0.67814	1.0244	1.0637	1.1105
1.3343	1.7588	1.9623	1.8605	2.1879
1.1265	1.4664	1.7703	1.727	1.8275
1.2539	1.5216	1.8376	1.6987	1.8953
1.5157	1.9691	2.1679	2.143	2.0084
1.3415	1.6091	1.8988	1.8108	2.0653
1.194	1.1416	1.6038	1.7131	1.9719
1.0295	1.1963	1.6317	1.5685	1.8694
1.2169	1.2288	1.5877	1.517	1.8743
1.3036	1.4954	1.496	1.3665	1.7856
0.87667	0.83509	0.96859	0.79134	0.93721
1.2091	1.3794	1.421	1.333	1.3656
0.78525	1.0062	1.0551	1.1642	1.3045
1.4391	1.804	1.938	1.6484	1.7171
1.2567	1.7423	1.8731	1.7943	1.8462
0.87868	1.23	1.2716	1.2771	1.295
1.0667	1.1829	1.2435	1.1907	1.2925
1.327	1.6461	1.7212	1.6592	1.8374
1.2674	1.6036	1.8288	1.7625	1.8054
0.99045	1.2174	1.1981	1.178	1.0973
1.2672	1.7491	1.7891	1.7359	1.8246
-0.1652	0.21793	0.17782	0.23392	0.46169
1.1385	1.4994	1.4792	1.4085	1.3932
1.3653	1.5081	1.3521	1.3844	1.4672
0.9195	0.71461	0.60512	0.66239	0.67658
0.83652	0.70321	0.75702	0.62544	0.68531
1.0678	1.4153	1.4605	1.4942	1.4468
0.88661	0.91775	1.0319	1.0687	1.1431
0.95498	1.2556	1.3351	1.4189	1.4545
1.0584	1.3537	1.3481	1.3123	1.239
0.60537	0.65793	0.84332	0.63604	1.0126
0.75585	0.78555	0.70487	0.65748	0.65267
1.0659	1.4897	1.525	1.3297	1.4585
1.2012	0.75601	0.67938	0.51939	0.70107
1.0886	1.3943	1.5751	1.4144	1.4609
1.0335	1.2522	1.2218	1.0697	1.2682
0.9803	1.0939	1.1338	1.1705	1.2867
0.97671	1.2697	1.1462	1.1587	1.4104
0.83219	0.75553	0.82162	0.82373	0.86935
0.96682	1.2161	1.2856	1.3056	1.4544
0.94909	1.3142	1.2663	1.2319	1.3794
0.76568	0.92642	0.88013	0.81536	0.99897
1.3427	1.8394	1.7226	1.66	1.7204
1.0115	0.91496	0.96258	1.0097	0.90545
0.99184	0.96486	0.93629	0.97739	0.98218
0.82858	0.94041	0.87289	0.95911	0.89787
0.81433	0.50491	0.46198	0.41617	0.48247
1.3526	1.5322	1.3795	1.5655	1.5886
0.98672	0.99405	0.97728	0.97367	0.98796
1.2409	1.6196	1.6893	1.5446	1.6906
1.0207	0.9907	0.79482	0.8198	1.0027
1.0195	1.1375	1.1938	1.1472	1.1536
1.0565	1.2215	1.0615	1.0578	1.0269
1.2003	1.691	1.575	1.5026	1.6288
1.2419	1.1043	1.1027	1.1565	1.2466
0.92578	1.2678	1.252	1.2149	1.4562
1.0508	0.9345	0.94135	0.82547	0.95689
1.2855	1.3528	1.3674	1.369	1.4521
0.75485	1.1633	1.1523	1.1269	1.1657
0.9746	1.1321	1.0822	1.0878	1.1856
0.97627	1.1577	1.0792	1.0859	1.1626
0.73354	0.86493	0.65627	0.68555	0.61243
1.211	1.6069	1.5673	1.614	1.4848
0.89961	1.0702	1.2424	1.1152	1.2521
0.93762	1.1804	0.70145	0.7574	0.74575
1.0312	1.2958	1.5225	1.2001	1.3727
1.0397	1.2472	1.2799	1.205	1.3617
1.0704	1.1617	1.2757	1.0981	1.4195
0.93398	0.90837	0.77179	0.85018	0.80771
1.3309	1.7083	1.8209	1.6588	1.6713
0.81192	1.0685	1.4412	0.99396	1.1416
0.9269	1.0309	1.0863	0.63101	0.99616
0.93294	1.6348	1.837	1.6856	1.6603
0.93423	0.93692	0.94561	0.87024	0.81449
