1.365541,1.7557704,1.4613916,1.4331977,1.4182534,1.1470858
1.6605727,2.3046811,1.8422369,1.9194742,1.8096552,1.407831
1.9716759,2.3546033,2.0493084,2.0087785,1.9659303,1.6691893
1.4194887,1.6930364,1.473051,1.3549413,1.3942742,1.0919981
1.1531813,1.7143702,1.3512302,1.3796637,1.2859323,1.0258091
1.9025488,2.3641732,2.0371116,2.0085481,1.9242155,1.6850878
1.6329846,1.9980179,1.7767143,1.6427156,1.6649174,1.4073214
2.0599265,2.4382251,2.2660525,2.1115714,2.0399941,1.9100087
1.9781269,2.4771233,2.2091475,2.1522654,2.0523194,1.8496611
2.1366084,2.6667872,2.3811148,2.3053707,2.172047,1.8638594
1.5263195,1.8346198,1.5171306,1.4983906,1.4207303,1.1591184
1.6957583,2.2019077,1.9267652,1.8617667,1.8322484,1.5971593
1.4635854,1.8375521,1.5867583,1.5035051,1.4361311,1.2872663
1.5531684,2.6291025,2.3547448,2.3168556,2.1896892,1.9355384
1.4970864,1.9536938,1.6587942,1.5893567,1.4732473,1.2653957
1.9088779,2.7951839,2.5163582,2.5101339,2.4560844,2.1618052
1.8248254,3.090882,2.8707711,2.7378529,2.6288237,2.3369038
1.277942,1.5545726,1.1574835,1.1416147,0.9540751,0.76117292
1.5452182,2.3750716,2.1155521,2.0457518,1.975542,1.7125831
1.3709466,1.7881813,1.4895788,1.5298039,1.4680639,1.2309734
1.6894137,2.4371365,2.3618781,2.3198042,2.1862723,1.9333588
1.5406202,2.0921112,2.2601895,2.1779346,2.0947818,1.8904448
1.6281802,2.3227586,1.9506479,1.8747021,1.8743049,1.6729596
1.8251421,2.6045884,2.4027174,2.4288091,2.3697232,1.9782714
1.6002442,2.1153009,1.8981867,1.8537656,1.7387051,1.5273414
1.6115052,2.3197299,2.3367855,2.2485756,2.1573218,1.9515462
1.4663143,2.4605673,2.2848068,2.2369053,2.0512124,1.8215869
1.3196735,1.883786,1.6580003,1.6631234,1.4957936,1.3469223
1.329082,1.5092662,1.9072615,1.8232639,1.6965103,1.5610413
1.3489714,1.6019606,1.883496,1.8254101,1.6969023,1.6040759
1.8172928,2.2639535,2.5170511,2.5177671,2.4873029,2.278123
1.5600105,1.8651929,2.1263233,2.1357647,2.0233975,1.8179433
1.810016,2.0982128,2.325211,2.5855234,2.545938,2.2523959
1.5664567,2.1207855,2.4778161,2.4302663,2.315755,2.1292719
1.5415926,1.9327123,2.3059144,2.2285167,2.080928,1.849127
1.5854685,1.812933,2.2669538,2.3965884,2.3218235,2.1898251
1.5424195,1.9292854,2.2773658,2.1146288,2.0651934,1.9180655
1.6946165,1.9511917,2.4732676,2.5914952,2.5011991,2.3012105
1.1063162,1.1065737,1.2923361,1.711656,1.6341372,1.4527666
1.4778724,1.6981531,2.0117174,2.0588521,2.0578508,1.799338
1.0899265,1.0436282,1.3347026,1.469391,1.5191859,1.3202567
1.5885809,2.1708211,2.1918235,2.2912139,2.4679513,2.3299573
1.4758579,1.7706905,2.0871182,2.0893919,2.2372371,2.0763664
1.4702254,1.8814047,2.1283178,2.1481561,2.1978634,2.0291948
1.6816731,2.2828632,2.5964905,2.5039865,2.3448,2.2888709
1.5566754,2.0178276,2.1973971,2.248643,2.3875151,2.237581
1.4685375,1.7474558,1.9488113,2.1140627,2.2765961,2.1316035
1.3374808,1.6721202,1.9220044,2.0668714,2.3106098,2.0659384
1.4006156,1.6348664,1.8521537,2.0521521,2.2868386,2.0766418
1.5495601,2.0268413,1.6930438,1.742489,2.1348982,1.9016586
1.0090305,1.3886729,1.3100269,1.2656752,1.4077196,0.93845225
1.504743,2.0204032,1.7223769,1.8734213,1.7950437,1.527686
1.0976242,1.5355788,1.2821665,1.5899166,1.6221578,1.928326
1.6824368,2.5444935,2.2330192,2.2410158,2.1458729,2.0183326
1.566406,2.5323819,2.2356357,2.3502279,2.1158265,2.1106949
1.18727,1.6474777,1.4875952,1.6511082,1.4854004,1.9834267
1.3081785,1.7373009,1.5145463,1.5380458,1.4163153,1.5203331
1.598081,2.0456787,1.9681663,1.8633167,1.8652078,2.1514163
1.5797624,2.1505298,2.0217923,2.0223784,2.0181444,2.3634975
1.2842431,1.7496436,1.4537753,1.4808792,1.2629393,1.5949
1.7289812,2.1424768,1.973921,1.8567162,1.8949722,2.4842413
