3737	4093	4194	4236	4044	3901	3655	4235	3657	4151	4271	3899	3985	3560	4143	3742	2.3982	4.8324	7.8051	2.3982	12.637	12.938	34
4509	4470	4492	4398	4483	4420	4422	4526	4542	4630	4421	4463	4443	4444	4442	4631	1.35	2.2601	4.2256	1.35	6.4857	2.344	71
225	167	168	206	190	152	226	164	73	146	172	145	186	191	129	163	0.43593	0.21509	2.6711	0.43593	2.8862	0.43763	39
4065	4119	3693	3596	3777	4004	4003	3937	4005	3689	3939	3694	4172	3695	4120	4006	1.4846	0.55667	4.089	1.4846	4.6456	1.593	101
2786	1992	2521	2864	2334	2866	2152	2332	2865	2699	2610	2787	1989	2328	2428	2239	1.3963	0.26813	8.3886	1.3963	8.6567	1.4225	55
872	607	639	608	638	678	676	609	715	610	916	674	641	675	711	749	0.82543	7.2789	3.0466	0.82543	10.325	2.8434	95
1888	1805	1973	1522	1456	1229	1450	1974	1804	1280	1806	1650	1723	1972	1887	1809	1.7751	0.53449	8.8592	1.7751	9.3937	1.9936	65
1795	1794	1573	1713	1572	1878	1886	2052	1640	1643	2053	2399	1642	2223	1964	1641	1.8662	1.0599	8.0894	1.8662	9.1493	2.4339	57
4879	4770	4822	4795	4742	4764	4796	4708	4850	4769	4667	4821	4741	4715	4709	4849	1.6275	0.014604	1.115	1.6275	1.1004	1.6897	62
4666	4493	4686	4571	4638	4685	4661	4551	4511	4596	4547	4662	4687	4572	4499	4568	1.0726	0.43876	1.963	1.0726	2.4018	1.0979	33
885	931	1320	975	929	1437	1505	1323	1377	1503	976	930	1069	1504	1117	974	1.723	1.316	6.75	1.723	8.066	2.2275	73
4749	4699	4721	4747	4720	4772	4743	4751	4674	4673	4744	4672	4775	4774	4773	4771	0.46259	1.049	2.136	0.46259	3.185	0.8009	74
4462	4326	4179	4178	4414	4461	4481	4480	4386	4438	4352	4218	4299	4459	4457	4354	1.8824	2.3741	6.0911	1.8824	8.4652	2.6489	44
2181	2453	1838	2456	2094	2093	2178	1923	2268	1837	2636	2360	2179	2639	2637	2457	2.6104	0.0028088	2.9478	2.6104	2.945	2.649	57
3548	3447	3346	3242	3449	3347	3246	3051	3348	3640	3448	3248	3446	3450	3345	3245	2.2439	4.0934	10.784	2.2439	14.877	6.9057	62
1128	859	1177	817	1176	815	739	820	860	902	819	861	780	700	742	818	1.228	1.622	6.3561	1.228	7.978	1.5269	101
1487	1553	1699	1770	2285	1688	1489	1626	1558	1554	1778	1556	2377	1555	1488	1486	1.4384	1.436	5.0371	1.4384	6.4731	2.8745	89
4241	4198	4200	4273	4201	4335	4276	4240	4159	4246	4418	4272	4199	4302	4238	4281	0.62371	0.43888	1.7295	0.62371	2.1683	0.67754	69
2931	3022	2934	3026	3218	3119	2929	2932	3714	3517	3955	3020	2933	3315	3877	3114	1.9259	0.16201	7.6049	1.9259	7.7669	2.2317	86
4919	4777	4893	4707	4920	4830	4921	4938	4778	4861	4923	4803	4811	4633	4866	4683	1.2064	0.0834	1.5762	1.2064	1.4928	1.4619	35
2114	2823	1949	2745	2739	2482	2821	2664	2481	1864	2382	2825	2740	2029	2113	2471	2.3092	0.073314	6.6417	2.3092	6.5684	2.4631	101
16	34	10	15	9	35	84	3	4	36	72	48	71	49	8	30	0.62764	4.7159	1.0745	0.62764	5.7904	1.3676	101
3125	2942	2860	3316	2862	3123	2778	3027	3529	3030	3719	3420	3124	2946	3028	3422	1.6773	0.42186	7.508	1.6773	7.9298	1.7781	94
4209	4344	4251	4249	4455	4210	4475	4250	4169	4252	4168	4474	4285	4316	4456	4284	1.3319	2.1761	3.9029	1.3319	6.079	1.8817	75
2799	3154	3252	2633	3355	3065	3155	3356	3456	3156	3061	3360	3458	2798	3251	3063	0.93741	1.0353	8.2763	0.93741	9.3115	1.104	52
3929	3184	3584	3932	3928	3280	3930	3087	3183	3585	3686	3849	3931	3481	4002	3681	1.3361	0.53276	3.6297	1.3361	4.1625	1.5404	72
3098	3296	2669	2391	3293	3192	3294	3199	3003	3100	2915	2578	2917	3004	2913	3196	2.0185	0.63645	6.2918	2.0185	6.9283	2.1574	43
1492	1201	1374	1373	1430	1102	1151	1370	1429	961	1101	917	1150	1365	1372	1431	1.2504	0.32615	5.0745	1.2504	5.4007	1.5052	101
2979	2980	2277	2803	2885	2884	2890	2886	2888	2807	2808	2889	2099	2887	2981	2273	1.918	1.0151	2.9084	1.918	3.9235	2.7186	101
657	539	538	690	689	625	512	593	564	655	565	537	513	563	766	536	0.81482	1.1854	3.2177	0.81482	4.4031	1.0123	92
3173	3278	3374	3076	2469	3371	3270	3182	3372	3480	3373	2897	2982	3271	3377	3174	1.172	0.90074	2.8832	1.172	3.784	1.4367	83
472	423	501	379	577	524	502	375	527	350	403	552	326	424	397	400	0.57236	6.5108	2.8106	0.57236	9.3214	2.447	101
1744	1294	1293	1349	1669	1355	1824	1825	1348	1347	1600	1907	1241	1902	1405	1463	1.4064	0.55027	8.8977	1.4064	9.448	1.668	62
361	461	336	504	337	311	428	488	503	415	343	387	437	295	487	287	0.51865	0.13224	2.8196	0.51865	2.9518	0.523	80
529	679	681	559	611	556	557	528	555	643	581	582	726	644	614	725	0.75682	0.99322	3.4049	0.75682	4.3981	1.0392	101
3783	3945	3297	3790	3600	3696	3601	3948	3400	3599	3702	4021	3876	4025	3396	3602	2.0734	0.3102	6.3701	2.0734	6.6803	2.2299	62
2414	2773	2141	2054	2506	2597	2316	2775	2228	2688	2693	2143	2692	2691	2853	2055	1.7294	0.55411	8.4994	1.7294	9.0535	1.955	42
1363	1308	1199	1364	1423	1422	1305	1307	1149	1200	1362	1251	1361	1250	1148	1306	1.0903	7.701	3.9585	1.0903	11.66	5.0763	46
4825	4829	4924	4824	4892	4802	4798	4860	4801	4857	4800	4859	4823	4855	4797	4799	0.74915	0.067716	1.6166	0.74915	1.6844	1.0987	76
198	181	142	331	280	162	327	144	265	283	303	328	286	125	238	282	0.58119	7.2619	2.4941	0.58119	9.756	2.6321	74
