3554	3655	3742	4236	3163	3258	3456	4138	1.6033	6.9241	6.4763	1.6033	13.4	6.0144	64
231	311	252	477	355	437	415	337	0.52797	0.37581	2.7951	0.52797	3.1709	0.4866	59
2735	3088	3085	3593	3087	3680	3376	3479	1.4874	1.062	3.8677	1.4874	4.9297	1.4434	42
3004	3690	2215	3394	3596	3695	3204	2920	1.727	0.67894	5.9788	1.727	6.6578	1.6998	80
4572	4709	4644	4551	4764	4819	4596	4735	1.2663	0.1568	1.4448	1.2663	1.288	1.3297	39
4172	3949	4356	4383	4287	4480	4481	3778	1.559	1.9697	5.1666	1.559	7.1363	1.7613	53
2621	1748	2434	1536	2240	2241	2867	2161	1.3944	0.31314	8.6807	1.3944	8.9938	1.3544	51
183	36	4	198	189	10	186	164	0.46804	3.6708	2.0851	0.46804	5.7559	0.86621	44
1283	599	820	905	815	949	819	1338	1.0635	1.8831	6.1359	1.0635	8.019	1.2584	101
2640	1837	1545	2453	1765	2186	2179	2642	2.2801	0.25349	3.5718	2.2801	3.8253	2.2729	85
3989	3835	3573	3368	3919	3664	3665	3469	0.72366	0.45287	1.5042	0.72366	1.957	0.80857	52
753	1362	1364	1150	1251	1422	714	710	0.9306	5.3974	3.9033	0.9306	9.3007	2.4378	88
4023	3120	2681	2688	3118	3956	2843	3877	1.8321	0.25321	7.7304	1.8321	7.4772	1.8045	47
727	690	1265	657	655	692	694	719	1.0843	1.509	4.4474	1.0843	5.9564	1.3704	98
4547	4634	4628	4419	4396	4315	4514	4420	1.1278	2.6295	2.8999	1.1278	5.5294	1.4581	77
2505	1723	2498	2141	1650	1805	1888	2596	1.625	1.0069	8.3068	1.625	9.3137	1.7434	101
400	422	613	424	555	638	581	303	0.60503	6.4657	2.9283	0.60503	9.3941	1.7965	81
1240	2068	1135	1411	1089	2153	1894	1237	1.0407	0.83902	8.4051	1.0407	9.2442	1.2047	53
1781	1420	2653	1488	2654	2563	1557	1421	1.3953	1.5261	4.9061	1.3953	6.4323	2.4089	52
3063	3257	3548	3155	2799	3061	2970	2346	1.0231	2.802	8.3923	1.0231	11.194	1.5575	87
1503	2214	1714	1562	1370	1371	1498	2295	1.5518	0.90623	6.5181	1.5518	7.4243	1.5993	48
4156	3993	4152	4201	4237	4103	4052	4241	0.57713	0.75654	1.5058	0.57713	2.2623	0.5912	77
2239	3039	2236	2506	3529	2424	3521	2866	1.3733	0.36064	8.5194	1.3733	8.1588	1.2277	64
3238	2868	3330	3145	3531	2712	2711	3040	2.219	6.868	8.101	2.219	14.969	3.3644	94
4828	4721	4719	4939	4720	4771	4673	4745	0.51724	0.096876	1.9722	0.51724	2.0691	0.52787	80
