1848	2362	1765	2363	1687	2178	2637	2093	1849	2009	2803	2725	1934	1766	2804	1923	2727	2638	1847	1612	2270	2269	2179	2092	2639	1.4525	0.43757	3.3976	1.4525	3.8352	1.8034	101
1518	1891	2411	2320	2501	2054	1340	1722	1285	1804	1728	1456	2141	1724	2404	2228	1795	1650	1396	2056	1811	1803	1879	1714	2498	1.0446	0.79757	9.2302	1.0446	10.028	1.1733	86
4729	4703	4783	4809	4664	4679	4839	4867	4816	4837	4898	4869	4868	4810	4742	4641	4811	4756	4900	4481	4847	4838	4784	4638	4757	0.16574	1.1146	0.63372	0.16574	1.7483	0.29598	43
3360	3163	3161	4226	3742	3259	4194	3812	3734	4138	3561	3657	4236	4229	4151	3260	4047	3655	4235	3554	3162	4271	3356	4028	3558	0.73	7.4046	7.0181	0.73	14.423	5.9048	65
72	42	126	15	17	137	49	112	111	211	4	154	238	36	30	35	10	22	8	16	24	9	100	191	48	0.13558	5.107	1.178	0.13558	6.2851	0.71804	101
1186	2422	2332	2331	2327	1294	2074	1522	2154	1528	2241	1350	1667	1190	1995	1088	2153	1348	1135	1140	1239	1189	1295	1601	1240	0.58366	1.3111	8.1287	0.58366	9.4398	0.77227	52
2704	2075	3428	2333	2243	2528	1835	2786	2529	2252	3238	3327	3531	2423	3427	2159	3230	2781	2436	3961	4027	1834	2080	2515	3328	0.79288	1.8176	9.1095	0.79288	10.927	0.84313	84
3676	3850	3680	3483	3281	3854	3846	2561	3849	2653	3377	3927	3848	3763	3851	3479	3764	3926	3761	3929	3928	3580	3480	2563	3925	1.0599	1.5922	3.0454	1.0599	4.6376	1.4452	101
3470	3833	3754	3993	4055	4108	4196	4152	4153	4053	3913	4107	3916	3914	4156	3265	4106	4195	3469	4154	3753	3569	4155	4103	4104	0.44214	0.44056	1.3713	0.44214	1.8119	0.61073	67
3953	4438	3777	4010	4414	4085	4172	4386	4124	4440	4007	4439	3874	4123	3502	4462	3599	4255	4460	4213	3501	4384	3776	4459	4385	1.1966	1.8195	5.4044	1.1966	7.2239	1.6786	100
1230	657	627	742	1233	820	948	950	695	767	626	658	597	1231	692	905	947	862	815	659	1225	600	694	945	904	0.57301	2.1727	5.1585	0.57301	7.3312	0.86424	90
2437	3156	3550	3153	3061	3248	3154	2541	2530	3144	3060	3355	2879	3256	2631	2262	2255	2968	2540	2438	3727	3160	2346	3249	2633	0.38329	2.5823	8.913	0.38329	11.495	0.51891	61
4272	4200	4067	4241	4001	4456	4157	4240	4056	4493	4302	4475	4314	4197	4065	4392	4198	4492	4363	4168	4273	4239	4237	4158	4315	0.5118	1.7909	2.439	0.5118	4.2299	0.86572	83
647	789	711	679	523	495	608	716	468	496	469	575	869	642	1098	614	494	521	581	613	548	607	826	443	787	0.43113	6.0991	3.2152	0.43113	9.3143	1.7636	73
336	388	328	415	462	691	582	594	475	296	285	397	426	470	497	274	444	332	320	414	593	398	445	623	303	0.30598	2.0131	2.8624	0.30598	4.8755	0.46614	47
3296	3302	1873	2046	1878	1963	3013	2843	1964	3195	2831	3005	2045	1872	2918	2589	3110	2306	3109	2125	3394	2920	1794	2672	3205	1.1666	0.61853	7.2044	1.1666	7.8229	1.3555	85
4696	4939	4931	4808	4835	4865	4718	4771	4933	4743	4799	4836	4782	4825	4797	4916	4719	4897	4745	4695	4720	4693	4798	4866	4824	0.20152	0.62519	1.4998	0.20152	2.125	0.36051	101
1372	1637	803	1636	1495	763	1642	1429	1068	804	844	1371	842	798	1021	1152	1166	764	1313	1498	977	801	1571	974	802	1.0935	1.1011	5.7181	1.0935	6.8192	1.3988	63
2514	2938	3612	2924	3306	3719	2682	2601	2690	2860	2933	2780	2507	3017	3215	3018	2691	2844	2414	3126	3617	2323	3623	2599	2935	0.95983	0.21006	8.0425	0.95983	8.2525	1.075	46
1362	1486	1485	1422	1307	1200	1555	1148	1420	1427	1494	1367	1553	2114	1252	1780	1304	2200	1312	1363	1199	1616	1426	1197	1624	0.85208	2.5468	4.5891	0.85208	7.1358	1.9367	101
