1687	1755	2093	2547	2637	2178	1765	2456	2641	2179	2803	2452	1848	2545	1849	2269	2363	2726	1756	2548	2270	2804	2094	1612	1766	1.4559	0.597	3.2382	1.4559	3.8352	1.8034	84
1340	2228	1879	2498	1728	2142	1285	2404	1721	1521	1715	1456	1714	2405	1893	1649	1396	1643	1805	1283	2500	2320	1795	2409	1965	1.0546	0.51618	9.5116	1.0546	10.028	1.1733	75
4756	4703	4741	4715	4898	4809	4869	4867	4840	4837	4868	4838	4783	4870	4822	4810	4615	4811	4757	4740	4729	4638	4839	4766	4899	0.16534	1.2717	0.4766	0.16534	1.7483	0.29598	50
4028	3655	3821	4236	3258	4271	3742	3356	3257	4194	3654	3162	3985	4047	3554	3161	3737	4226	3360	4235	4184	3259	4138	3456	3560	0.73121	7.3521	7.0705	0.73121	14.423	5.9048	101
8	10	49	14	152	17	42	36	9	73	154	110	24	146	3	15	32	4	48	34	22	66	23	210	35	0.13805	5.2506	1.0345	0.13805	6.2851	0.71804	101
1472	2332	1140	2331	2233	1243	1187	1298	1042	2074	1088	1091	2072	2241	2327	1464	1240	1995	1345	1294	1043	1135	1740	2158	1239	0.60823	1.2568	8.183	0.60823	9.4398	0.77227	43
2333	2244	2159	2243	3425	3423	2345	1917	3238	4026	3132	2334	2704	2436	3328	2165	2864	1918	3961	3530	4027	3531	2529	1916	2423	0.8187	1.4431	9.484	0.8187	10.927	0.84313	71
3580	3849	3847	3764	3480	3929	3846	3584	3765	3676	3183	3850	3926	2562	3848	3276	3479	3678	3930	3927	3852	3925	3928	3376	2561	1.0693	1.6117	3.0259	1.0693	4.6376	1.4452	101
3832	4156	4108	3368	4107	3986	4048	3914	3569	3912	4196	4106	4054	4055	4155	4152	3988	3913	4195	4103	3365	3993	4053	3911	4154	0.4413	0.4376	1.3743	0.4413	1.8119	0.61073	101
4024	4013	4459	4458	4438	3775	3779	3694	4437	4007	4213	4462	3695	4025	4255	3954	3936	3778	4356	4441	4172	4413	4385	3599	4460	1.1625	1.9319	5.292	1.1625	7.2239	1.6786	101
657	626	628	818	948	658	627	766	597	950	1229	667	1231	945	693	1230	815	1182	947	905	704	949	1232	567	820	0.58164	1.88	5.4511	0.58164	7.3312	0.86424	101
2798	3157	2437	2257	3455	2633	2969	2957	3248	2346	3251	2623	3256	3156	2799	3355	3810	2540	2262	3727	3249	3061	2541	2530	2439	0.39266	2.965	8.5302	0.39266	11.495	0.51891	41
4109	4493	4482	4062	4474	4157	4302	4492	4056	4273	4237	4197	4199	4314	4238	4274	4158	4272	4110	4475	4198	4240	4282	4160	4061	0.49161	1.9287	2.3012	0.49161	4.2299	0.86572	101
523	551	496	607	581	443	639	645	647	576	750	495	748	469	577	522	468	613	638	789	1051	640	494	1098	548	0.42796	6.2171	3.0972	0.42796	9.3143	1.7636	101
615	421	376	398	422	274	397	304	445	691	295	470	415	487	303	294	592	594	593	564	361	414	444	582	336	0.28122	1.9627	2.9128	0.28122	4.8755	0.46614	101
3107	1878	2918	3195	3100	3205	1872	1794	1873	3098	3394	1963	2497	2913	3110	2830	2589	3302	1877	2588	3109	1964	1793	2843	2215	1.1558	0.49277	7.3302	1.1558	7.8229	1.3555	75
4823	4702	4897	4807	4774	4719	4808	4694	4782	4825	4720	4886	4743	4835	4696	4745	4824	4836	4693	4799	4798	4854	4772	4771	4861	0.20331	0.58804	1.537	0.20331	2.125	0.36051	49
1713	1637	1154	1371	803	1636	1313	1370	842	1573	1104	802	1069	1429	1152	1022	804	1498	1204	1503	801	1433	764	977	763	1.0845	1.0795	5.7396	1.0845	6.8192	1.3988	48
3523	3316	2860	2414	2601	3021	3315	2693	2602	2413	3617	3876	2514	3716	2780	3512	3522	2506	3421	3028	2606	2924	3018	2764	2508	0.94787	0.048305	8.3008	0.94787	8.2525	1.075	71
2471	2114	1688	1200	1198	1485	1363	1369	1312	2194	1561	1486	1362	1494	1149	1422	1490	1562	1624	1199	1554	1252	1146	1307	1306	0.85817	2.5897	4.5462	0.85817	7.1358	1.9367	64
