3101	2597	3603	1715	3294	3696	3597	3954	3119	2837	3877	1964	2312	2919	2505	3514	2925	3311	1638	1570	1.0094	0.31167	7.3274	1.0094	7.6391	1.1188	56
8	191	424	514	401	211	252	163	529	380	337	142	210	130	10	170	423	166	36	164	0.30045	3.7982	2.1842	0.30045	5.9824	0.61077	96
767	693	1189	594	950	625	628	741	862	820	1140	1894	1188	1805	905	1975	1974	1455	1237	1449	0.62312	1.8296	6.4282	0.62312	8.2578	0.84822	62
4235	3742	3252	3155	2799	3459	2623	3062	4138	3153	3163	3457	2798	3449	3967	4236	4194	3555	2802	2439	0.64296	5.8413	6.8944	0.64296	12.736	1.9328	101
2692	2238	1751	3428	3530	2243	2242	1472	1464	1465	2083	2424	1406	1412	2168	2527	3803	2612	2864	3330	0.80059	0.65237	9.0109	0.80059	9.6633	0.66696	46
4195	4048	3754	4152	4156	4107	4272	3913	4155	3665	4153	4104	4201	4302	3986	4103	4196	3469	3468	4237	0.44597	1.2907	1.3841	0.44597	2.6748	0.63056	101
4205	4475	4414	4307	4442	4531	4549	4396	4572	4316	4279	4356	4420	3693	4287	4244	4299	4001	4551	4065	0.86052	1.9483	3.7969	0.86052	5.7451	1.0606	45
1488	1008	528	750	623	609	1200	1422	713	1149	710	1365	764	711	715	641	1867	691	1435	498	0.62487	3.1925	4.0493	0.62487	7.2418	1.1244	51
4960	4743	4899	4751	4951	4596	4673	4569	4950	4570	4697	4696	4827	4693	4719	4800	4716	4744	4914	4874	0.40349	0.63934	1.9451	0.40349	2.5845	0.5653	97
2805	2654	1421	1688	2637	1782	1556	1361	2886	1487	1486	2566	1864	2807	1420	1778	1848	2884	2477	1838	1.0959	1.4419	4.1334	1.0959	5.5753	1.7797	69
