2674	3110	2687	3389	2686	1640	2214	3113	2769	3295	1711	2770	1641	2410	2294	3955	1639	3311	3004	3024	3197	3412	1570	3783	1713	3015	1712	2768	3957	3597	1638	3784	3012	3876	2597	3213	1716	3294	3788	3411	2832	3192	2505	3390	3878	3497	2688	1709	3877	3696	0.95315	0.50395	7.1351	0.95315	7.6391	1.1188	61
53	375	400	137	36	21	2	252	225	127	191	146	272	511	217	17	452	133	49	382	424	306	513	499	425	362	410	343	231	14	219	360	265	264	503	10	529	377	48	211	341	364	101	403	8	274	408	182	188	335	0.27395	3.5359	2.4465	0.27395	5.9824	0.61077	70
1888	730	1091	1805	1721	905	950	625	1661	1520	1649	1572	862	702	657	1043	1978	1088	1457	1042	820	1140	887	1728	1290	931	1190	861	628	665	1090	1079	1462	705	1188	902	780	598	860	1894	626	1292	1294	1527	1461	658	1021	594	1185	904	0.54999	1.5179	6.74	0.54999	8.2578	0.84822	93
3163	2723	4047	1921	3898	3561	3360	2970	3964	4138	3962	4151	2802	3254	3062	3258	2719	3963	2971	3449	4229	3447	2883	4236	2974	3645	2006	3560	3260	3452	3555	3556	2722	3557	2262	2713	4029	3554	3354	4194	3162	2623	3068	4271	2347	1836	3063	3061	2622	3256	0.65482	5.0512	7.6845	0.65482	12.736	1.9328	41
3037	3530	2619	1530	2252	1353	2239	3531	1994	2238	1604	3040	3428	1603	3429	2866	2251	3216	2069	1406	2598	3630	1909	3960	2784	1466	2250	2617	3529	2519	2084	2075	1464	2152	3804	2342	2413	1465	2165	2772	2331	1905	2529	2783	3132	2334	1528	3885	1351	3803	0.66344	0.34723	9.316	0.66344	9.6633	0.66696	77
3912	4241	2661	4106	3986	4272	3670	3909	3470	4274	4048	3754	4332	3471	3752	3918	4152	4335	4334	4153	3916	4163	3987	3913	4302	4103	4155	4200	4195	4237	3370	4104	4154	4273	3846	4196	4105	4201	4203	4050	3667	4049	4303	3467	3665	3911	4278	4238	4197	4055	0.43306	1.0144	1.6604	0.43306	2.6748	0.63056	49
4572	4115	3868	4282	4494	4511	4551	4244	4251	4550	4164	4210	3931	4167	4418	4001	4218	4441	4478	4287	4533	4512	4023	4024	4368	3858	4442	4279	4517	4477	4387	3596	4205	4299	3595	4446	4549	4516	4365	4170	4255	4499	4063	4204	3780	4392	4245	4531	4456	4356	0.77853	2.1019	3.6433	0.77853	5.7451	1.0606	66
676	1701	1008	721	497	1557	1007	528	1304	525	692	498	877	761	1497	556	1309	886	524	715	557	1257	527	791	1067	590	752	729	548	685	1378	615	591	804	581	526	710	677	1362	545	1371	1488	1422	1628	1305	1103	613	716	720	827	0.63784	2.9085	4.3333	0.63784	7.2418	1.1244	65
4646	4939	4797	4743	4923	4710	4905	4775	4832	4716	4796	4748	4571	4934	4938	4691	4935	4570	4668	4744	4723	4645	4772	4596	4557	4859	4717	4964	4722	4693	4949	4696	4735	4776	4803	4647	4673	4569	4904	4644	4922	4957	4719	4896	4777	4823	4620	4937	4548	4715	0.39331	0.62863	1.9558	0.39331	2.5845	0.5653	58
2470	2458	2266	2884	2277	1556	2384	2809	1698	2568	2478	1861	1863	2274	1421	1487	1612	1837	2803	2093	2385	1361	1933	1687	1934	2024	2469	2451	2357	2640	1486	2454	2448	2182	2728	2477	1485	2655	2178	2637	1688	1555	2548	1626	1777	2804	1624	1780	2885	1554	1.1336	0.80921	4.7661	1.1336	5.5753	1.7797	63
